"cancer","category","rf","cor","pvalue","p.adj","sign","group","group2"
"Bladder","NZHS","Depression",0.0466399382175104,0.523938295719734,0.808887193391869,"pos","Social","Depression"
"Bladder","NZHS","Diabetes",-0.0786948397506057,0.281762594955902,0.652502851476827,"neg","Social","Diabetes"
"Bladder","NZHS","ED visit",-0.225431332650671,0.00181555352582421,0.015976871027253,"neg","Social","ED visit"
"Bladder","NZHS","Ex-smokers",-0.0092427876583946,0.899552194883645,0.999632961329466,"neg","Social","Ex-smokers"
"Bladder","NZHS","Excellent, very good or good self-rated health",-0.031662151615231,0.665375556253066,0.944826036854612,"neg","Social","Excellent, very good or good self-rated health"
"Bladder","NZHS","Fair or poor self-rated health",0.0316322139588394,0.665672889602113,0.944826036854612,"pos","Social","Fair or poor self-rated health"
"Bladder","NZHS","Fruit intake",-0.0591375627290088,0.418905610846808,0.752320280704471,"neg","Social","Fruit intake"
"Bladder","NZHS","GP good at explaining health conditions and treatments",0.102837054134523,0.160213842712295,0.448503033495215,"pos","Social","GP good at explaining health conditions and treatments"
"Bladder","NZHS","GP good at involving patient in decisions",-0.0614306070892165,0.402329678102837,0.737604409855201,"neg","Social","GP good at involving patient in decisions"
"Bladder","NZHS","GP visit",0.199242674648336,0.00598548352797455,0.043545821116505,"pos","Social","GP visit"
"Bladder","NZHS","Gout",-0.000565136863616202,0.993842142703391,0.999632961329466,"neg","Social","Gout"
"Bladder","NZHS","Hazardous drinkers (past-year drinkers)",0.0127282983689018,0.897460364889392,0.999632961329466,"pos","Social","Hazardous drinkers (past-year drinkers)"
"Bladder","NZHS","Hazardous drinkers (total population)",-0.00896348753900933,0.927690637177188,0.999632961329466,"neg","Social","Hazardous drinkers (total population)"
"Bladder","NZHS","Healthy weight",0.0862459939170396,0.237991991264875,0.615979271509089,"pos","Social","Healthy weight"
"Bladder","NZHS","Heart failure",0.0419588421070413,0.566465600735215,0.859465049391361,"pos","Social","Heart failure"
"Bladder","NZHS","Heavy episodic drinking at least monthly (past-year drinkers)",0.00296456396398278,0.976055754538493,0.999632961329466,"pos","Social","Heavy episodic drinking at least monthly (past-year drinkers)"
"Bladder","NZHS","Heavy episodic drinking at least monthly (total population)",-0.0263820788638626,0.789356511330021,0.999632961329466,"neg","Social","Heavy episodic drinking at least monthly (total population)"
"Bladder","NZHS","Heavy episodic drinking at least weekly (past-year drinkers)",0.0243403133300414,0.805322374503677,0.999632961329466,"pos","Social","Heavy episodic drinking at least weekly (past-year drinkers)"
"Bladder","NZHS","Heavy episodic drinking at least weekly (total population)",-0.0112565201457151,0.909263262103993,0.999632961329466,"neg","Social","Heavy episodic drinking at least weekly (total population)"
"Bladder","NZHS","Heavy smokers",-0.0935055075043262,0.2599599372875,0.631312796167136,"neg","Social","Heavy smokers"
"Bladder","NZHS","High blood pressure (medicated)",-0.0377492650159968,0.606058607319372,0.90395182108652,"neg","Social","High blood pressure (medicated)"
"Bladder","NZHS","High cholesterol (medicated)",0.00060307231216217,0.993428798575082,0.999632961329466,"pos","Social","High cholesterol (medicated)"
"Bladder","NZHS","Highly physically active",-0.0537787489473727,0.462362081187449,0.780884191752128,"neg","Social","Highly physically active"
"Bladder","NZHS","Ischaemic heart disease",-0.183561367632999,0.0114606237374345,0.0630334305558896,"neg","Social","Ischaemic heart disease"
"Bladder","NZHS","Little or no physical activity",-0.107479987799401,0.141001770258661,0.437588214537774,"neg","Social","Little or no physical activity"
"Bladder","NZHS","Mean BMI (kg/m²)",0.0552926203879012,0.449839039234011,0.776192852011627,"pos","Social","Mean BMI (kg/m²)"
"Bladder","NZHS","Mean diastolic blood pressure (mmHg)",-0.0651110065889961,0.433320840463938,0.762644679216532,"neg","Social","Mean diastolic blood pressure (mmHg)"
"Bladder","NZHS","Mean height (cm)",0.113174234351296,0.121008921947022,0.425951405253519,"pos","Social","Mean height (cm)"
"Bladder","NZHS","Mean number of GP visits",0.0814101346857914,0.265438334752091,0.631312796167136,"pos","Social","Mean number of GP visits"
"Bladder","NZHS","Mean number of after-hours visits",0.309998739894929,1.4188285312579e-05,0.00124856910750696,"pos","Social","Mean number of after-hours visits"
"Bladder","NZHS","Mean number of cigarettes",-0.142309601699051,0.08553334712682,0.358425454626674,"neg","Social","Mean number of cigarettes"
"Bladder","NZHS","Mean number of practice nurse visits",-0.265803181478852,0.000218445986031863,0.00384464935416079,"neg","Social","Mean number of practice nurse visits"
"Bladder","NZHS","Mean systolic blood pressure (mmHg)",0.00977239458468332,0.906483409769558,0.999632961329466,"pos","Social","Mean systolic blood pressure (mmHg)"
"Bladder","NZHS","Mean waist (cm)",0.014339361523551,0.844738595478013,0.999632961329466,"pos","Social","Mean waist (cm)"
"Bladder","NZHS","Mean weight (kg)",0.101864619011883,0.163092012180078,0.448503033495215,"pos","Social","Mean weight (kg)"
"Bladder","NZHS","Mood and/or anxiety disorder",0.0677812167613916,0.354070796624396,0.702643303852792,"pos","Social","Mood and/or anxiety disorder"
"Bladder","NZHS","Mood disorder (depression and/or bipolar)",0.0661204061802162,0.366014127245239,0.702643303852792,"pos","Social","Mood disorder (depression and/or bipolar)"
"Bladder","NZHS","Mostly smoke both manufactured and roll-your own cigarettes",0.0828298120364824,0.303953895672322,0.685554528654218,"pos","Social","Mostly smoke both manufactured and roll-your own cigarettes"
"Bladder","NZHS","Mostly smoke manufactured cigarettes",0.00567475497418033,0.943948359234091,0.999632961329466,"pos","Social","Mostly smoke manufactured cigarettes"
"Bladder","NZHS","Mostly smoke roll-your-own cigarettes",-0.0554589473597443,0.491679131400583,0.795262055912285,"neg","Social","Mostly smoke roll-your-own cigarettes"
"Bladder","NZHS","Obese",0.0138719587540941,0.84973867584369,0.999632961329466,"pos","Social","Obese"
"Bladder","NZHS","Obese class 1",-0.0273836846936728,0.708377431812255,0.974018968741851,"neg","Social","Obese class 1"
"Bladder","NZHS","Obese class 2",0.0254393554753762,0.728238671512138,0.98592312450874,"pos","Social","Obese class 2"
"Bladder","NZHS","Obese class 3",0.0659448759791204,0.36729081792305,0.702643303852792,"pos","Social","Obese class 3"
"Bladder","NZHS","Only visit dental health care worker for problems",-0.0832795539779569,0.25458239624158,0.631312796167136,"neg","Social","Only visit dental health care worker for problems"
"Bladder","NZHS","Osteoarthritis",-0.185388350593682,0.0106512038685357,0.0624870626954096,"neg","Social","Osteoarthritis"
"Bladder","NZHS","Overweight (but not obese)",-0.0913312184923741,0.2113430115855,0.563581364228,"neg","Social","Overweight (but not obese)"
"Bladder","NZHS","Overweight or obese",-0.0739902693820221,0.311615694842827,0.685554528654218,"neg","Social","Overweight or obese"
"Bladder","NZHS","Past-year drinkers",-0.161374819166215,0.0265289578772822,0.129697127400046,"neg","Social","Past-year drinkers"
"Bladder","NZHS","Physically active",-0.0486629095440196,0.506075853762363,0.795262055912285,"neg","Social","Physically active"
"Bladder","NZHS","Practice nurse visit",-0.244883014611902,0.000683512422147521,0.00907539674438826,"neg","Social","Practice nurse visit"
"Bladder","NZHS","Private health insurance",0.212105841155609,0.00338916659142012,0.0271133327313609,"pos","Social","Private health insurance"
"Bladder","NZHS","Psychological distress",0.0275346641353416,0.706843180640007,0.974018968741851,"pos","Social","Psychological distress"
"Bladder","NZHS","Raised blood pressure (measured)",-0.133096663451122,0.108033804405924,0.413346729900927,"neg","Social","Raised blood pressure (measured)"
"Bladder","NZHS","Rheumatoid arthritis",-0.0243400910219786,0.739549241957459,0.986065655943279,"neg","Social","Rheumatoid arthritis"
"Bladder","NZHS","Self-rated health - excellent",-0.106626141221565,0.144205207063585,0.437588214537774,"neg","Social","Self-rated health - excellent"
"Bladder","NZHS","Self-rated health - fair",-0.00328111744901398,0.964259724669287,0.999632961329466,"neg","Social","Self-rated health - fair"
"Bladder","NZHS","Self-rated health - good",0.103465688632726,0.156545188124717,0.448503033495215,"pos","Social","Self-rated health - good"
"Bladder","NZHS","Self-rated health - poor",0.109021960610912,0.135354517998523,0.437588214537774,"pos","Social","Self-rated health - poor"
"Bladder","NZHS","Self-rated health - very good",-0.0133632118087772,0.855187854683325,0.999632961329466,"neg","Social","Self-rated health - very good"
"Bladder","NZHS","Stroke",0.0119364770756669,0.870505360699794,0.999632961329466,"pos","Social","Stroke"
"Bladder","NZHS","Teeth removed due to decay in lifetime",-0.197557595469235,0.00643290539221097,0.043545821116505,"neg","Social","Teeth removed due to decay in lifetime"
"Bladder","NZHS","Teeth removed due to decay in past 12 months",-0.0322865692212026,0.659185952468427,0.944826036854612,"neg","Social","Teeth removed due to decay in past 12 months"
"Bladder","NZHS","Unable to get appointment within 24 hours",0.00535224963695243,0.94173159173895,0.999632961329466,"pos","Social","Unable to get appointment within 24 hours"
"Bladder","NZHS","Underweight",-0.0528302828686421,0.470305251850713,0.780884191752128,"neg","Social","Underweight"
"Bladder","NZHS","Unfilled prescription due to cost",0.0175196706364291,0.810891428745072,0.999632961329466,"pos","Social","Unfilled prescription due to cost"
"Bladder","NZHS","Unmet need for GP due to cost",0.0150965178669641,0.836652087508599,0.999632961329466,"pos","Social","Unmet need for GP due to cost"
"Bladder","NZHS","Unmet need for GP due to lack of transport",0.11907575702721,0.102685240981822,0.410740963927288,"pos","Social","Unmet need for GP due to lack of transport"
"Bladder","NZHS","Unmet need for after-hours due to cost",0.0693423645979651,0.343069610067977,0.702643303852792,"pos","Social","Unmet need for after-hours due to cost"
"Bladder","NZHS","Unmet need for after-hours due to lack of transport",0.113539920758945,0.119804335131235,0.425951405253519,"pos","Social","Unmet need for after-hours due to lack of transport"
"Bladder","NZHS","Unmet need for primary health care",0.0141654892307745,0.84659789544714,0.999632961329466,"pos","Social","Unmet need for primary health care"
"Bladder","NZHS","Vegetable and fruit intake",-0.191691825910995,0.00823220512443824,0.0517452893536118,"neg","Social","Vegetable and fruit intake"
"Bladder","NZHS","Vegetable intake",-0.238958040315428,0.000928165576130618,0.00907539674438826,"neg","Social","Vegetable intake"
"Bladder","NZHS","Waist to height ratio ≥ 0.5",-0.0668258117782178,0.36091122235254,0.702643303852792,"neg","Social","Waist to height ratio ≥ 0.5"
"Breast","NZHS","After-hours medical centre visit",0.0725827547766446,0.320935138603682,0.486936072364208,"pos","Social","After-hours medical centre visit"
"Breast","NZHS","All teeth removed due to decay",-0.222696598566283,0.00206976906967097,0.0165581525573678,"neg","Social","All teeth removed due to decay"
"Breast","NZHS","Amphetamine use (16-64 years)",0.0467338447420821,0.52310207988929,0.693374722226942,"pos","Social","Amphetamine use (16-64 years)"
"Breast","NZHS","Amphetamine use (total population)",0.0461949203711537,0.527910299877331,0.693374722226942,"pos","Social","Amphetamine use (total population)"
"Breast","NZHS","Anxiety disorder",-0.166805649063827,0.0217857982044998,0.0737365477690761,"neg","Social","Anxiety disorder"
"Breast","NZHS","Arthritis",-0.0288868683441184,0.693155381871507,0.84859459641656,"neg","Social","Arthritis"
"Breast","NZHS","Asthma (medicated)",-0.194299408368069,0.0073834632434389,0.0389237529417265,"neg","Social","Asthma (medicated)"
"Breast","NZHS","Bipolar disorder",0.090096878913336,0.217605846841958,0.390802337185558,"pos","Social","Bipolar disorder"
"Breast","NZHS","Cannabis use",0.146475589448738,0.0443034561864094,0.124133580868821,"pos","Social","Cannabis use"
"Breast","NZHS","Chronic pain",-0.101277169758287,0.165544778812092,0.342459854978581,"neg","Social","Chronic pain"
"Breast","NZHS","Current smokers",0.0234040867478806,0.749224347635414,0.860132218330851,"pos","Social","Current smokers"
"Breast","NZHS","Daily smokers",-0.00704963374409429,0.92330240824385,0.945875445632472,"neg","Social","Daily smokers"
"Breast","NZHS","Definite confidence and trust in GP",-0.0448936755692376,0.539611235988174,0.695080979194482,"neg","Social","Definite confidence and trust in GP"
"Breast","NZHS","Dental health care worker visit",-0.163638980766552,0.0244535215600159,0.0797003665659777,"neg","Social","Dental health care worker visit"
"Breast","NZHS","Depression",-0.155263685786318,0.0328987626240955,0.0965030370306801,"neg","Social","Depression"
"Breast","NZHS","Diabetes",0.00057190746460499,0.9937683702043,0.9937683702043,"pos","Social","Diabetes"
"Breast","NZHS","ED visit",-0.132449163771951,0.0692465186979404,0.156248555010737,"neg","Social","ED visit"
"Breast","NZHS","Ex-smokers",0.0230769001207186,0.752615691039495,0.860132218330851,"pos","Social","Ex-smokers"
"Breast","NZHS","Excellent, very good or good self-rated health",-0.0907280791391392,0.214386898992821,0.390802337185558,"neg","Social","Excellent, very good or good self-rated health"
"Breast","NZHS","Fair or poor self-rated health",0.0907280791391393,0.21438689899282,0.390802337185558,"pos","Social","Fair or poor self-rated health"
"Breast","NZHS","Fruit intake",-0.0267713434229459,0.714612022481055,0.849808891599092,"neg","Social","Fruit intake"
"Breast","NZHS","GP good at explaining health conditions and treatments",0.0482678728004852,0.509538802966145,0.689837148631089,"pos","Social","GP good at explaining health conditions and treatments"
"Breast","NZHS","GP good at involving patient in decisions",-0.0310587520456444,0.671378389838298,0.844018547225289,"neg","Social","GP good at involving patient in decisions"
"Breast","NZHS","GP visit",0.019605931602767,0.788872793478882,0.89001033110438,"pos","Social","GP visit"
"Breast","NZHS","Gout",0.107669813522969,0.140297017121798,0.301125305041907,"pos","Social","Gout"
"Breast","NZHS","Hazardous drinkers (past-year drinkers)",0.214233236930803,0.0281991162656663,0.0886257939778084,"pos","Social","Hazardous drinkers (past-year drinkers)"
"Breast","NZHS","Hazardous drinkers (total population)",0.223889739990875,0.0216786003698012,0.0737365477690761,"pos","Social","Hazardous drinkers (total population)"
"Breast","NZHS","Healthy weight",-0.0548273830523164,0.453667138631642,0.633693780945785,"neg","Social","Healthy weight"
"Breast","NZHS","Heart failure",-0.272892207465469,0.000145209320448619,0.0025556840398957,"neg","Social","Heart failure"
"Breast","NZHS","Heavy episodic drinking at least monthly (past-year drinkers)",0.391323148475368,3.66364383881227e-05,0.00117149402846279,"pos","Social","Heavy episodic drinking at least monthly (past-year drinkers)"
"Breast","NZHS","Heavy episodic drinking at least monthly (total population)",0.384567346733295,5.11346848145157e-05,0.00117149402846279,"pos","Social","Heavy episodic drinking at least monthly (total population)"
"Breast","NZHS","Heavy episodic drinking at least weekly (past-year drinkers)",0.383735985809043,5.32497285664906e-05,0.00117149402846279,"pos","Social","Heavy episodic drinking at least weekly (past-year drinkers)"
"Breast","NZHS","Heavy episodic drinking at least weekly (total population)",0.386273149150756,4.70382717610602e-05,0.00117149402846279,"pos","Social","Heavy episodic drinking at least weekly (total population)"
"Breast","NZHS","Heavy smokers",-0.0788584117226895,0.309594198622146,0.486936072364208,"neg","Social","Heavy smokers"
"Breast","NZHS","High blood pressure (medicated)",-0.0828763833328398,0.256897344575043,0.434749352357765,"neg","Social","High blood pressure (medicated)"
"Breast","NZHS","High cholesterol (medicated)",0.0274400514187354,0.707804496139195,0.849808891599092,"pos","Social","High cholesterol (medicated)"
"Breast","NZHS","Highly physically active",-0.173939154312013,0.0166802929914723,0.061161074302065,"neg","Social","Highly physically active"
"Breast","NZHS","Ischaemic heart disease",-0.158325523995683,0.0295612755983491,0.0897031811260248,"neg","Social","Ischaemic heart disease"
"Breast","NZHS","Little or no physical activity",0.139306697847551,0.0559047063539088,0.140560404546971,"pos","Social","Little or no physical activity"
"Breast","NZHS","Mean BMI (kg/m²)",0.0557550670029498,0.446051968903604,0.633106020379309,"pos","Social","Mean BMI (kg/m²)"
"Breast","NZHS","Mean diastolic blood pressure (mmHg)",-0.0173454365373841,0.834820932483884,0.918303025732272,"neg","Social","Mean diastolic blood pressure (mmHg)"
"Breast","NZHS","Mean height (cm)",-0.180681482460462,0.0128466360980903,0.0513865443923613,"neg","Social","Mean height (cm)"
"Breast","NZHS","Mean number of GP visits",0.100851703694062,0.16733833822817,0.342459854978581,"pos","Social","Mean number of GP visits"
"Breast","NZHS","Mean number of after-hours visits",0.0941867294100303,0.197352500333779,0.377543913682012,"pos","Social","Mean number of after-hours visits"
"Breast","NZHS","Mean number of cigarettes",-0.0707470135967612,0.362146645385361,0.540150928710369,"neg","Social","Mean number of cigarettes"
"Breast","NZHS","Mean number of practice nurse visits",-0.203589759276379,0.00495695752082448,0.0335547893717349,"neg","Social","Mean number of practice nurse visits"
"Breast","NZHS","Mean systolic blood pressure (mmHg)",-0.0907392020949384,0.274385435643903,0.455583364842707,"neg","Social","Mean systolic blood pressure (mmHg)"
"Breast","NZHS","Mean waist (cm)",0.120384483785331,0.0989347326101686,0.217656411742371,"pos","Social","Mean waist (cm)"
"Breast","NZHS","Mean weight (kg)",0.0232754301180894,0.750557325134766,0.860132218330851,"pos","Social","Mean weight (kg)"
"Breast","NZHS","Mood and/or anxiety disorder",-0.194655045885518,0.0072739560777544,0.0389237529417265,"neg","Social","Mood and/or anxiety disorder"
"Breast","NZHS","Mood disorder (depression and/or bipolar)",-0.140182783071414,0.0543645497686061,0.140560404546971,"neg","Social","Mood disorder (depression and/or bipolar)"
"Breast","NZHS","Mostly smoke both manufactured and roll-your own cigarettes",0.140130832551835,0.0667349496364509,0.154544093894939,"pos","Social","Mostly smoke both manufactured and roll-your own cigarettes"
"Breast","NZHS","Mostly smoke manufactured cigarettes",-0.0771034347115557,0.314739907427621,0.486936072364208,"neg","Social","Mostly smoke manufactured cigarettes"
"Breast","NZHS","Mostly smoke roll-your-own cigarettes",0.00573921117857069,0.94043684885443,0.95124646780678,"pos","Social","Mostly smoke roll-your-own cigarettes"
"Breast","NZHS","Obese",0.0731450563817597,0.317190576973618,0.486936072364208,"pos","Social","Obese"
"Breast","NZHS","Obese class 1",0.135041932967461,0.0639254735489485,0.152038964116418,"pos","Social","Obese class 1"
"Breast","NZHS","Obese class 2",-0.009668982058598,0.894946498665775,0.945875445632472,"neg","Social","Obese class 2"
"Breast","NZHS","Obese class 3",0.00773055068807363,0.915920326337644,0.945875445632472,"pos","Social","Obese class 3"
"Breast","NZHS","Only visit dental health care worker for problems",0.142431124916706,0.0505720324474367,0.134858753193164,"pos","Social","Only visit dental health care worker for problems"
"Breast","NZHS","Osteoarthritis",-0.098046690369258,0.179526837996954,0.351074705416267,"neg","Social","Osteoarthritis"
"Breast","NZHS","Overweight (but not obese)",-0.0125943506815642,0.863436045729183,0.938053975607014,"neg","Social","Overweight (but not obese)"
"Breast","NZHS","Overweight or obese",0.0576898165798514,0.430404650777255,0.625837254534743,"pos","Social","Overweight or obese"
"Breast","NZHS","Past-year drinkers",0.084930678292536,0.245252263439699,0.423180376131245,"pos","Social","Past-year drinkers"
"Breast","NZHS","Physically active",-0.17457140652783,0.0162826920586905,0.061161074302065,"neg","Social","Physically active"
"Breast","NZHS","Practice nurse visit",-0.19244933957733,0.00797713681842212,0.0389993355567303,"neg","Social","Practice nurse visit"
"Breast","NZHS","Private health insurance",0.0572642556199807,0.433819005984311,0.625837254534743,"pos","Social","Private health insurance"
"Breast","NZHS","Psychological distress",0.00695044843693428,0.924378276413552,0.945875445632472,"pos","Social","Psychological distress"
"Breast","NZHS","Raised blood pressure (measured)",-0.2070179788193,0.0118746378113123,0.0513865443923613,"neg","Social","Raised blood pressure (measured)"
"Breast","NZHS","Rheumatoid arthritis",0.0113832781289616,0.87645785115613,0.940588913435847,"pos","Social","Rheumatoid arthritis"
"Breast","NZHS","Self-rated health - excellent",-0.0739869100738243,0.311637724645739,0.486936072364208,"neg","Social","Self-rated health - excellent"
"Breast","NZHS","Self-rated health - fair",0.0442983948831766,0.545006676868401,0.695080979194482,"pos","Social","Self-rated health - fair"
"Breast","NZHS","Self-rated health - good",0.244587086040681,0.000694160557183353,0.0087840955149006,"pos","Social","Self-rated health - good"
"Breast","NZHS","Self-rated health - poor",0.145909588826778,0.0451394839522984,0.124133580868821,"pos","Social","Self-rated health - poor"
"Breast","NZHS","Self-rated health - very good",-0.215804037655804,0.00286039361281245,0.0209762198272913,"neg","Social","Self-rated health - very good"
"Breast","NZHS","Stroke",-0.138335824640063,0.0576534301339359,0.140930606994066,"neg","Social","Stroke"
"Breast","NZHS","Teeth removed due to decay in lifetime",-0.0169695514835467,0.816723032489752,0.909767428596179,"neg","Social","Teeth removed due to decay in lifetime"
"Breast","NZHS","Teeth removed due to decay in past 12 months",0.0505629256653547,0.489593190575039,0.673190637040678,"pos","Social","Teeth removed due to decay in past 12 months"
"Breast","NZHS","Unable to get appointment within 24 hours",0.0980719296731987,0.179414323844879,0.351074705416267,"pos","Social","Unable to get appointment within 24 hours"
"Breast","NZHS","Underweight",-0.0287729608697379,0.694304669795367,0.84859459641656,"neg","Social","Underweight"
"Breast","NZHS","Unfilled prescription due to cost",0.232461448172879,0.00128716485300552,0.012585611896054,"pos","Social","Unfilled prescription due to cost"
"Breast","NZHS","Unmet need for GP due to cost",0.194577514430278,0.00729770540460346,0.0389237529417265,"pos","Social","Unmet need for GP due to cost"
"Breast","NZHS","Unmet need for GP due to lack of transport",0.193864532341726,0.00751936136374262,0.0389237529417265,"pos","Social","Unmet need for GP due to lack of transport"
"Breast","NZHS","Unmet need for after-hours due to cost",0.23705480752825,0.00102241198829274,0.0112465318712201,"pos","Social","Unmet need for after-hours due to cost"
"Breast","NZHS","Unmet need for after-hours due to lack of transport",0.226051767495184,0.00176199382533281,0.0155055456629287,"pos","Social","Unmet need for after-hours due to lack of transport"
"Breast","NZHS","Unmet need for primary health care",0.181272407423231,0.0125508062938137,0.0513865443923613,"pos","Social","Unmet need for primary health care"
"Breast","NZHS","Vegetable and fruit intake",-0.183041217006483,0.0117007590767686,0.0513865443923613,"neg","Social","Vegetable and fruit intake"
"Breast","NZHS","Vegetable intake",-0.244461241827533,0.000698734870503457,0.0087840955149006,"neg","Social","Vegetable intake"
"Breast","NZHS","Waist to height ratio ≥ 0.5",0.0858108519587331,0.240377030388332,0.423063573483464,"pos","Social","Waist to height ratio ≥ 0.5"
"Colorectal","NZHS","After-hours medical centre visit",-0.194233789288241,0.00740382808071317,0.0465383479359113,"neg","Social","After-hours medical centre visit"
"Colorectal","NZHS","All teeth removed due to decay",0.267205972992684,0.00020166755309317,0.00354934893443979,"pos","Social","All teeth removed due to decay"
"Colorectal","NZHS","Amphetamine use (16-64 years)",0.0117490818598339,0.872520959242054,0.947924005102478,"pos","Social","Amphetamine use (16-64 years)"
"Colorectal","NZHS","Amphetamine use (total population)",0.00724367755821257,0.921198009176746,0.95258022784398,"pos","Social","Amphetamine use (total population)"
"Colorectal","NZHS","Anxiety disorder",0.0853711324498509,0.242804078811777,0.470100302750589,"pos","Social","Anxiety disorder"
"Colorectal","NZHS","Arthritis",0.130191893258354,0.0741678847293205,0.197781025944855,"pos","Social","Arthritis"
"Colorectal","NZHS","Asthma (medicated)",0.0834869674489779,0.253397082049188,0.470100302750589,"pos","Social","Asthma (medicated)"
"Colorectal","NZHS","Bipolar disorder",0.0917356688354885,0.209319293945146,0.460502446679321,"pos","Social","Bipolar disorder"
"Colorectal","NZHS","Cannabis use",-0.0268559924758755,0.713749025637,0.872359920223,"neg","Social","Cannabis use"
"Colorectal","NZHS","Chronic pain",0.138742857342065,0.0569148733058551,0.161564801642427,"pos","Social","Chronic pain"
"Colorectal","NZHS","Current smokers",0.0631992852325865,0.387617179992753,0.559185439989545,"pos","Social","Current smokers"
"Colorectal","NZHS","Daily smokers",0.0726187929280919,0.320694292283483,0.532473541904651,"pos","Social","Daily smokers"
"Colorectal","NZHS","Definite confidence and trust in GP",-0.165000285504576,0.0232741233688669,0.0890488198460994,"neg","Social","Definite confidence and trust in GP"
"Colorectal","NZHS","Dental health care worker visit",0.271170333755759,0.000160516667578865,0.00354934893443979,"pos","Social","Dental health care worker visit"
"Colorectal","NZHS","Depression",0.181773654444049,0.0123045784265168,0.0601557167518601,"pos","Social","Depression"
"Colorectal","NZHS","Diabetes",-0.210713963830392,0.00361002204607196,0.0264734950045277,"neg","Social","Diabetes"
"Colorectal","NZHS","ED visit",0.108728586020311,0.13641539133253,0.333459845479517,"pos","Social","ED visit"
"Colorectal","NZHS","Ex-smokers",0.165117063790716,0.0231752703654067,0.0890488198460994,"pos","Social","Ex-smokers"
"Colorectal","NZHS","Excellent, very good or good self-rated health",0.0657811836183517,0.368483885023201,0.559185439989545,"pos","Social","Excellent, very good or good self-rated health"
"Colorectal","NZHS","Fair or poor self-rated health",-0.0659776989327457,0.367051876457552,0.559185439989545,"neg","Social","Fair or poor self-rated health"
"Colorectal","NZHS","Fruit intake",0.00797764330088966,0.913243244518568,0.95258022784398,"pos","Social","Fruit intake"
"Colorectal","NZHS","GP good at explaining health conditions and treatments",-0.0930978481290364,0.202605945662937,0.460502446679321,"neg","Social","GP good at explaining health conditions and treatments"
"Colorectal","NZHS","GP good at involving patient in decisions",-0.0173336783454232,0.812861914842258,0.914874447867608,"neg","Social","GP good at involving patient in decisions"
"Colorectal","NZHS","GP visit",-0.140939848842529,0.0530620694804936,0.161564801642427,"neg","Social","GP visit"
"Colorectal","NZHS","Gout",-0.227796338170578,0.00161902209888553,0.0142473944701926,"neg","Social","Gout"
"Colorectal","NZHS","Hazardous drinkers (past-year drinkers)",0.0287921929767056,0.770622328536586,0.914874447867608,"pos","Social","Hazardous drinkers (past-year drinkers)"
"Colorectal","NZHS","Hazardous drinkers (total population)",0.112980573934463,0.251164053469042,0.470100302750589,"pos","Social","Hazardous drinkers (total population)"
"Colorectal","NZHS","Healthy weight",-0.0681922564121744,0.351153037388575,0.559185439989545,"neg","Social","Healthy weight"
"Colorectal","NZHS","Heart failure",0.0491473939014529,0.501845623644931,0.69003773251178,"pos","Social","Heart failure"
"Colorectal","NZHS","Heavy episodic drinking at least monthly (past-year drinkers)",-0.0209884529451439,0.831704043516007,0.914874447867608,"neg","Social","Heavy episodic drinking at least monthly (past-year drinkers)"
"Colorectal","NZHS","Heavy episodic drinking at least monthly (total population)",0.0689714043513034,0.484477244948907,0.687645121862965,"pos","Social","Heavy episodic drinking at least monthly (total population)"
"Colorectal","NZHS","Heavy episodic drinking at least weekly (past-year drinkers)",0.0219263640731295,0.824301780280365,0.914874447867608,"pos","Social","Heavy episodic drinking at least weekly (past-year drinkers)"
"Colorectal","NZHS","Heavy episodic drinking at least weekly (total population)",0.0865989777743258,0.379724040105919,0.559185439989545,"pos","Social","Heavy episodic drinking at least weekly (total population)"
"Colorectal","NZHS","Heavy smokers",0.0815652988210221,0.267102444744653,0.470100302750589,"pos","Social","Heavy smokers"
"Colorectal","NZHS","High blood pressure (medicated)",0.0776370429176038,0.288301140370747,0.487894237550495,"pos","Social","High blood pressure (medicated)"
"Colorectal","NZHS","High cholesterol (medicated)",0.0427718779716951,0.558962831233158,0.723363663948793,"pos","Social","High cholesterol (medicated)"
"Colorectal","NZHS","Highly physically active",0.0899238983912203,0.218493987239157,0.468962704318191,"pos","Social","Highly physically active"
"Colorectal","NZHS","Ischaemic heart disease",0.0228912350830955,0.754542253062719,0.909585181774237,"pos","Social","Ischaemic heart disease"
"Colorectal","NZHS","Little or no physical activity",-0.00799067188892123,0.913102115383832,0.95258022784398,"neg","Social","Little or no physical activity"
"Colorectal","NZHS","Mean BMI (kg/m²)",0.00363610912127629,0.960395899558591,0.971434932886851,"pos","Social","Mean BMI (kg/m²)"
"Colorectal","NZHS","Mean diastolic blood pressure (mmHg)",0.00906789331841734,0.913197700471537,0.95258022784398,"pos","Social","Mean diastolic blood pressure (mmHg)"
"Colorectal","NZHS","Mean height (cm)",0.169928064983579,0.0194052012335377,0.081317033740539,"pos","Social","Mean height (cm)"
"Colorectal","NZHS","Mean number of GP visits",-0.087887510106694,0.229144126826813,0.470100302750589,"neg","Social","Mean number of GP visits"
"Colorectal","NZHS","Mean number of after-hours visits",-0.144259451918909,0.047652496079074,0.158415081659641,"neg","Social","Mean number of after-hours visits"
"Colorectal","NZHS","Mean number of cigarettes",0.292992096686125,4.7132486639085e-05,0.00207382941211974,"pos","Social","Mean number of cigarettes"
